sentiment,sentence,label,word_count,char_count,avg_word_length,digit_count
positive,the fair value of the property portfolio doubled as a result of the kapiteeli acquisition and totalled eur 26862 12597 million,1,21,126,6.0,10
positive,10 february 2011  finnish media company sanoma oyj hel  saa1v said yesterday its 2010 net profit almost tripled to eur297 3 m from eur107 1 m for 2009 and announced a proposal for a raised payout,1,36,195,5.416666666666667,23
positive,a helsinki  eliiv today reported eps of eur1 13 for 2009  an increase over eps of eur1 12 in 2008,1,20,97,4.85,14
positive,aspo plc stock exchange release february 11  2011 at8 45 am esl shipping ltd  part of aspo group  has signed a new  longterm contract with rautaruukki corporation for the marine transport of raw materials on the baltic sea,1,38,222,5.842105263157895,9
positive,commission income increased by 22  to eur 44 mn  and lending volume rose by 135,1,15,79,5.266666666666667,7
positive,in january  traffic  measured in revenue passenger kilometres rpk  went up by 32  and capacity  measured in available seat kilometres ask  rose by 122,1,24,150,6.25,5
positive,in januaryseptember 2010  fiskars  net profit went up by 14  yearonyear to eur 654 million and net sales to eur 5253 million from eur 4877 million,1,26,146,5.615384615384615,17
positive,net income from life insurance rose to eur 165 mn from eur 140 mn  and net income from nonlife insurance to eur 226 mn from eur 152 mn in 2009,1,30,142,4.733333333333333,16
positive,nyrstar has also agreed to supply to talvivaara up to 150000 tonnes of sulphuric acid per annum for use in talvivaara s leaching process during the period of supply of the zinc in concentrate,1,34,191,5.617647058823529,6
positive,sales for both the department store division and hobby hall increased by 7   while sales for the clothing store subsidiary seppala decreased by 4,1,24,145,6.041666666666667,2
positive,sales have risen in other export markets,1,7,40,5.714285714285714,0
positive,sales increased due to growing market rates and increased operations,1,10,68,6.8,0
positive,the agreement strengthens our longterm partnership with nokia siemens networks,1,10,78,7.8,0
positive,the agreement was signed with biohit healthcare ltd  the ukbased subsidiary of biohit oyj  a finnish public company which develops  manufactures and markets liquid handling products and diagnostic test systems,1,30,209,6.966666666666667,0
positive,the company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached eur 1417 million,1,28,156,5.571428571428571,12
positive,the company s order book stood at 15 bln euro  22 bln on september 30  2007  up by 242 pct on the year  with international orders amounting to 365 mln euro  5343 mln,1,33,165,5.0,20
positive,the company said that paper demand increased in all of its main markets  including of publication papers  and that it increased average paper prices by 4 percent compared with last year,1,31,185,5.967741935483871,1
positive,the world s second largest stainless steel maker said net profit in the threemonth period until dec 31 surged to euro603 million us 781 million  or euro3 33 us 431 per share  from euro172 million  or euro0 94 per share  the previous year,1,43,237,5.511627906976744,20
positive,within the framework of the partnership  nokia siemens networks has signed an initial framework purchase agreement with sitronics subsidiary  jsc mikron  which is the largest manufacturer and exporter of microelectronic components in russia,1,33,240,7.2727272727272725,0
positive,seppala s revenue increased by 02  to eur10 1 m in finland  revenue went down by 24  to eur6 8 m  while sales abroad rose by 62  to eur3 3 m sales increased in all the baltic countries as well as in russia and ukraine,1,45,217,4.822222222222222,13
positive,shares of standard chartered  stan  rose 12  in the ftse 100  while royal bank of scotland  rbs  shares rose 2  and barclays shares  barc   bcs  were up 17,1,28,155,5.535714285714286,8
positive,shares of nokia corp rose thursday after the cell phone maker said its thirdquarter earnings almost doubled and its share of the global handset market increased,1,26,160,6.153846153846154,0
positive,in its financial report  published on friday  seb said its net profit soared to sek6 745 bn in 2010 from a yearearlier sek1 114 bn and proposed a 50  dividend increase to sek1 50 per share,1,36,188,5.222222222222222,17
positive,sales for the department store division increased by 15  and sales for the clothing store subsidiary seppala increased by 8  meanwhile sales for hobby hall decreased by 12,1,28,171,6.107142857142857,5
neutral,at the request of finnish media company alma media s newspapers  research manager jari kaivooja at the finland futures research centre at the turku school of economics has drawn up a future scenario for finland s national economy by using a model developed by the university of denver,0,48,284,5.916666666666667,0
neutral,in sweden  gallerix accumulated sek denominated sales were down 1  and eur denominated sales were up 11,0,17,103,6.0588235294117645,3
neutral,the company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production,0,23,159,6.913043478260869,0
neutral,when this investment is in place  atria plans to expand into the moscow market,0,14,78,5.571428571428571,0
neutral,the new agreement is a continuation to theagreement signed earlier this year with the lemminkainen group  whereby cramo acquired the entire construction machine fleet oflemminkainen talo oy ita  ja pohjois suomo  and signed asimilar agreement   said tatu hauhio  managing director ofcramo finland,0,42,296,7.0476190476190474,0
positive,at first the contract envisaged the construction of three ferryboats with an option for two more units  further confirmed at a total value of 500 mln euro   6458 mln,1,29,165,5.689655172413793,7
neutral,in june it sold a 30 percent stake to nordstjernan  and the investment group has now taken up the option to acquire eqt s remaining shares,0,26,138,5.3076923076923075,2
positive,kesko corporation stock exchange release 28022008 at 0930 1  1  kesko corporation and aspo plc today signed an agreement by which aspo acquires the share capital of kaukotelko ltd  a subsidiary wholly owned by kesko,1,35,215,6.142857142857143,14
positive,sponda plc stock exchange release 5 december 2006 at 1545 eur 15 billion syndicated credit facility for sponda sponda has signed an agreement for a oneyear syndicated credit facility for a total of eur 15 billion,1,36,212,5.888888888888889,13
neutral,stock exchange announcement 20 july 2006 1  1  basware share subscriptions with warrants and increase in share capital a total of 119 850 shares have been subscribed with basware warrant program,0,31,194,6.258064516129032,14
positive,the contract covers hdo platform  ac800 and cxe880 optical fttb nodes designed to increase the forward and return path capacity of the transmission networks,1,24,156,6.5,6
neutral,the new plant is planned to have an electricity generation capacity of up to 350 megawatts  mw  and the same heat generation capacity,0,23,133,5.782608695652174,3
positive,the omx helsinki 25 index was up 092 pct at 251867 and the helsinki cap portfolio index was 091 pct higher at 471119,1,23,116,5.043478260869565,20
neutral,so  the sales growth of cars considerably influence on the tires market,0,12,71,5.916666666666667,0
neutral,a maximum of 666104 new shares can further be subscribed for by exercising b options under the 2004 stock option plan,0,21,117,5.571428571428571,10
neutral,as a result of the share issue  the number of the company s shares increases by 391630 shares and the share capital by a total of eur 1566520,0,28,141,5.035714285714286,13
neutral,finnish real estate investor sponda plc said on wednesday 12 march that it has signed agreements with danske bank as  helsinki branch for a 7year eur150m credit facility and with ilmarinen mutual pension insurance company for a 7year eur50m credit facility,0,41,256,6.2439024390243905,9
neutral,on the route between helsinki in finland and tallinn in estonia  cargo volumes increased by 36   while cargo volumes between finland and sweden fell by 9,0,26,153,5.884615384615385,3
neutral,other measures included increasing synergies and economies of scale within the grimaldi group and personnel adjustments  divestments and redelivery of excess tonnage,0,22,165,7.5,0
positive,rinkuskiai raised the sales by 181 percent  to 137 million liters  while the sales of kauno alus grew by 143 percent  to 960000 liters,1,24,134,5.583333333333333,15
neutral,telecomworldwire7 april 2006tj group plc sells stake in morning digital design oy finnish it company tj group plc said on friday 7 april that it had signed an agreement on selling its shares of morning digital design oy to edita oyj,0,41,232,5.658536585365853,6
positive,telecomworldwire7 april 2006tj group plc sells stake in morning digital design oy finnish it company tj group plc said on friday 7 april that it had signed an agreement on selling its shares of morning digital design oy to edita oyj,1,41,232,5.658536585365853,6
neutral,the 718430 new series a shares will become subject to trading on the helsinki stock exchange s main list  together with the old series a shares  on july 3  2006,0,30,160,5.333333333333333,11
neutral,the fuel purchase contracts have been signed with three months  delivery from this september to november,0,16,104,6.5,0
neutral,tiimari operates 194 stores in six countries  including its core finnish market  and generated a turnover of 765 mln eur in 2005,0,22,128,5.818181818181818,10
positive,under this agreement biohit becomes a focus supplier of pipettors and disposable pipettor tips to vwr customers throughout europe,1,19,129,6.7894736842105265,0
positive,the combination of all services enabling us to offer a complex and strengthened service chain not only limited to the baltic port connections but also for getting access to the world wide grimaldi network into the mediterranean  africa and north america  says uwe bakosch,1,44,271,6.159090909090909,0
neutral,no blindspots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video,0,21,127,6.0476190476190474,1
positive,the company still expects its turnover in 2010 to slightly increase from the level of 2009  adding that  market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year,1,40,259,6.475,8
positive,the acquisition will considerably increase kemira s sales and market position in the russian metal industry coatings market,1,18,123,6.833333333333333,0
positive,in januaryseptember 2007  finnlines  net sales rose to eur 5054 mn from eur 4735 mn in the corresponding period in 2006,1,21,119,5.666666666666667,16
positive,adjusted for changes in the group structure  the division s net sales increased by 17,1,15,85,5.666666666666667,2
positive,the change will optimize the operational efficiencies of our growing business   said julia prohaska  director of marketing communications for fiskars,1,20,149,7.45,0
positive,they would invest not only in the physical infrastructure  but would also provide knowhow for managing and developing science and technology parks   said sunrise valley director andrius bagdonas,1,28,194,6.928571428571429,0
positive,4 february 2011  finnish broadband data communication systems provider teleste oyj hel  tlt1v saw its net profit jump to eur2 1 m for the last quarter of 2010 from eur995 000 for the same period of 2009,1,37,202,5.45945945945946,22
positive,finnish aktia group s operating profit rose to eur 175 mn in the first quarter of 2010 from eur 82 mn in the first quarter of 2009,1,27,130,4.814814814814815,13
positive,finnish bank of land s consolidated net operating profit increased from eur 48 mn in the first quarter of 2005 to eur 64 mn in the first quarter of 2006,1,30,152,5.066666666666666,12
positive,finnish financial group aktia reports operating profit of eur 444 mn in januaryseptember 2009  up from eur 373 mn in the corresponding period in 2008,1,25,149,5.96,14
positive,finnish high technology provider vaahto group reports net sales of eur 418 mn in the accounting period september 2007  february 2008  an increase of 112  from a year earlier,1,29,173,5.9655172413793105,14
positive,net sales of finnish food industry company lnnen tehtaat s continuing operations increased by 13  in 2008 to eur 3491 mn from eur 3096 mn in 2007,1,27,145,5.37037037037037,18
positive,an individual promotion also generated slightly higherthanexpected revenues,1,8,75,9.375,0
positive,biohit already services many current genesis customers and the customer base is expected to expand as a result of this agreement,1,21,128,6.095238095238095,0
positive,both operating profit and turnover for the threemonth period increased  respectively from eur0 9 m and eur8 3 m  as compared to the corresponding period in 2005,1,27,160,5.925925925925926,8
positive,circulation revenue has increased by 5  in finland and 4  in sweden in 2008,1,14,75,5.357142857142857,6
positive,clothing chain seppl s net sales increased by 70  to eur 308 mn,1,13,63,4.846153846153846,5
positive,construction volumes meanwhile grow at a rate of 1015 percent annually,1,11,70,6.363636363636363,4
positive,finnish and swedish construction markets are still experiencing an estimated 4  annual growth in 2008,1,15,101,6.733333333333333,5
positive,however  biohit estimates its total net sales will continue to grow in 2009  and that favourable trends in net sales will lead to a profit in 2009,1,27,146,5.407407407407407,8
positive,in 2009  fiskars  cash flow from operating activities amounted to eur121m  up from eur97m in the previous year,1,18,110,6.111111111111111,9
positive,in lithuania  operating profit rose to eur 190000 from eur 70000 in the corresponding period in 2005,1,17,100,5.882352941176471,15
positive,in the fourth quarter of 2008  net sales increased by 2  to eur 10507 mn from eur 10270 mn in the fourth quarter of 2007,1,25,120,4.8,19
positive,international sales rose by 598  to eur 12444 mn,1,9,48,5.333333333333333,8
neutral,kalmar espana generated net sales of some 113 mln euro  148 mln in 2005,0,14,71,5.071428571428571,10
positive,net sales grew in the period to  x20ac 402 million  585us million from  x20ac 401 million in 2006,1,18,97,5.388888888888889,17
positive,net sales increased to eur655m in april to june 2010 from eur438m a year earlier,1,15,80,5.333333333333333,10
positive,net sales rose by 255  yearonyear to eur59 6 m  as the number of chargers delivered went up by 41  to 659 million pieces,1,24,120,5.0,11
positive,net sales totaled eur 936 mn  up from eur 932 mn in the corresponding period in 2005,1,17,84,4.9411764705882355,10
positive,nokia also noted the average selling price of handsets declined during the period  though its mobile phone profit margin rose to more than 22 percent from 13 percent in the yearago quarter,1,32,188,5.875,4
positive,operating profit increased by 1451  to eur 83 mn from eur 34 mn,1,13,63,4.846153846153846,8
positive,operating profit margin increased from 112  to 117,1,8,50,6.25,6
positive,operating profit rose to eur 311 mn from eur 122 mn in the corresponding period in 2009,1,17,87,5.117647058823529,10
positive,operating profit rose to eur 5mn from eur 28 mn in the fourth quarter of 2008,1,16,77,4.8125,7
positive,operating profit was eur 245 mn  up from eur 230 mn,1,11,51,4.636363636363637,6
positive,ramirent s net sales in the second quarterended june 30 were euro 1287 million about us  163 million  a 33percent increase compared with euro 1246 million for thesecond quarter last year,1,31,186,6.0,15
positive,revenue grew by 2 percent to  x20ac 580 million  743 million  from  x20ac 569 million,1,15,85,5.666666666666667,14
positive,ruukki announced that it has signed an agreement with aker solutions of norway to supply 24 suction anchors in september 2010 from its kalajoki unit in finland,1,27,159,5.888888888888889,6
positive,ruukki s delivery volumes and selling prices showed favourable development and the company s comparable net sales grew by 50  yearonyear to eur647m  ceo sakari tamminen said,1,27,173,6.407407407407407,5
positive,sanoma magazines  net sales are estimated to grow in 2006,1,10,57,5.7,4
positive,the bank forecasts finland s gdp will grow by 2  in 2010 and in 2011,1,15,68,4.533333333333333,9
positive,the circuit s overall production rate on a weekly basis is now in excess of an average of 40000 tonnes per day  with volumes in excess of 50000 tonnes per day being reached on individual days,1,36,191,5.305555555555555,10
positive,the company s consolidated operating profit amounted to eur 1586 mn  up from eur 414 mn yearonyear,1,17,98,5.764705882352941,7
positive,the department store division reported an increase in sales of 4 per cent,1,13,73,5.615384615384615,1
positive,the fair value of the company s investment properties grew to eur 2803 billion at the end of march 2009 from eur 2691 million a year ago,1,27,136,5.037037037037037,12
positive,the last quarter was the best quarter of 2009 in net sales  and the operating margin rose to 122,1,19,96,5.052631578947368,7
positive,the major breweries increased their domestic beer sales by 45 per cent last year  to 25688 million litres from 24592 million litres in 2004,1,24,139,5.791666666666667,16
positive,the transaction doubles tecnomens workforse  and adds a fourth to their net sales,1,13,81,6.230769230769231,0
positive,operating profit rose by 269  to eur 1058  834  million,1,10,55,5.5,10
positive,after this purchase  cramo will become the second largest rental services provider in the latvian market,1,16,104,6.5,0
positive,the priority for 2009 was to strengthen the company s balance sheet and increase cash flow   ceo hannu krook said,1,20,113,5.65,4
positive,the purchase of the operations is part of yit s strategy to expand its offering of building system services geographically,1,20,122,6.1,0
positive,21 october 2010  finnish fishing tackle company rapala vmc corp  hel  rap1v  said today its net profit rose to eur18 9 m for the first nine months of 2010 from eur15 1 m for the same period a year earlier,1,40,204,5.1,17
neutral,a structures bim  building information modeling  software from tekla  a modelbased software provider  has been adopted for the construction management and delivery of a university project in abu dhabi,0,29,200,6.896551724137931,0
positive,according to finnish metso minerals  the value of the company s orders has gone up to eur 19 bn in 12 months,1,22,108,4.909090909090909,4
positive,finnish aldata solution has signed a contract of supply its gold system to two french retail chains,1,17,99,5.823529411764706,0
positive,finnish bank of land reports its operating profit rose to eur 213 mn in the second quarter of 2009 from eur 61 mn in the corresponding period in 2008,1,29,149,5.137931034482759,13
positive,finnish financial group aktia s operating profit for 2009 increased to eur 470 mn from eur 66 mn in 2008,1,20,104,5.2,13
positive,finnish forest machinery manufacturer ponsse s net sales grew to eur 513 mn in the first quarter of 2010 from eur 375 mn in the corresponding period in 2009,1,29,156,5.379310344827586,14
positive,finnish kci konecranes has raised its net sales growth estimate for 2006 from over 25  to over 35,1,18,97,5.388888888888889,8
positive,finnish okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and norwegian solar wafer company norsun have signed a contract under which okmetic will supply norsun mono silicon crystals for use in solar cell manufacturing,1,39,267,6.846153846153846,0
positive,finnish pharmaceuticals company orion s net sales rose to eur 190mn in the first quarter of 2009 from eur 180mn in the first quarter of 2008,1,26,140,5.384615384615385,14
positive,finnish ponsse has signed an agreement with babcock africa for the distribution and support of ponsse forest machines  harvester heads  and information systems in south africa,1,26,175,6.730769230769231,0
positive,south african sappi will become the largest foreign forest industry company operating in finland as a result of the acquisition finnish mreal corporation s graphic papers business unit,1,28,184,6.571428571428571,0
positive,according to deputy md pekka silvennoinen the aim is double turnover over the next three years,1,16,94,5.875,0
positive,according to hkscan finland  the plan is to increase jrvisuomen portti s net sales to eur 80mn to eur 100mn,1,20,107,5.35,5
positive,advertising and circulation revenues grew by 34  and by 04   respectively,1,11,73,6.636363636363637,4
positive,after the takeover  cramo will become the second largest rental services provider in the latvian market,1,16,103,6.4375,0
positive,again  the most significant sales increase of 186  was in russia,1,11,64,5.818181818181818,3
positive,alma media expects its net sales to increase as forecast previously,1,11,67,6.090909090909091,0
positive,also lemminkinen s profit for accounting period went up to eur 31 mn from eur 245 mn a year ago,1,20,95,4.75,5
positive,at the end of march 2007  the group s order book was at eur 396 mn  up 42  from the corresponding period in 2006,1,24,112,4.666666666666667,13
positive,at the same time profit of the company increased by 10  in h1 and reached ls 79000,1,17,82,4.823529411764706,8
neutral,aviation systems maintenance is based in kansas and generated net sales of usd 26 million for 2008,0,17,98,5.764705882352941,6
positive,besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment   paavel said,1,29,164,5.655172413793103,0
positive,both operating profit and net sales for the 12month period increased  respectively from eur10 5 m and eur28 8 m  as compared to the financial year 2004,1,27,151,5.592592592592593,12
positive,both operating profit and net sales for the 12month period increased  respectively from eur20 8 m and eur177 7 m  as compared to the financial year 2004,1,27,152,5.62962962962963,13
positive,both operating profit and net sales for the 12month period increased  respectively from eur21 5 m and eur196 1 m  as compared to 2005,1,24,133,5.541666666666667,13
positive,both operating profit and net sales for the 12month period increased  respectively from eur4 7 m and eur26 7 m  as compared to 2004,1,24,131,5.458333333333333,11
positive,both operating profit and net sales for the ninemonth period increased  respectively by 266  and 34   as compared to the corresponding period in 2006,1,24,149,6.208333333333333,9
positive,both operating profit and net sales for the sixmonth period increased  respectively  from eur13 8 m and eur143 6 m  as compared to the corresponding period in 2007,1,28,163,5.821428571428571,11
positive,both operating profit and net sales for the sixmonth period increased  respectively from eur0 4 m and eur3 2 m  as compared to the corresponding period in 2005,1,28,159,5.678571428571429,8
positive,both operating profit and net sales for the sixmonth period increased  respectively from eur18 1 m and eur127 6 m  as compared to the corresponding period in 2006,1,28,162,5.785714285714286,11
positive,both operating profit and net sales for the sixmonth period increased  respectively from eur7 5 m and eur655 5 m  as compared to the corresponding period in 2005,1,28,161,5.75,10
positive,both operating profit and net sales for the threemonth period increased  respectively from eur15 1 m and eur131 5 m  as compared to the corresponding period in 2005,1,28,164,5.857142857142857,11
positive,both operating profit and net sales for the threemonth period increased  respectively from eur16 0 m and eur139m  as compared to the corresponding quarter in 2006,1,26,162,6.230769230769231,10
positive,both operating profit and sales for the threemonth period increased  respectively from eur0 3 m and eur13 1 m  as compared to the corresponding period in 2005,1,27,158,5.851851851851852,9
positive,both operating profit and turnover for the ninemonth period increased  respectively from eur2 4 m and eur43 8 m  as compared to the corresponding period a year ago,1,28,163,5.821428571428571,5
positive,both operating profit and turnover for the sixmonth period increased  respectively  from eur17 6 m and eur1149 9 m  as compared to the corresponding period in 2007,1,27,163,6.037037037037037,12
positive,both operating profit and turnover for the sixmonth period increased  respectively from eur0 1 m and eur29 0 m  as compared to the corresponding period a year ago,1,28,162,5.785714285714286,5
positive,cargo volume grew by 7,1,5,22,4.4,1
positive,cargo volume increased by approximately 5,1,6,41,6.833333333333333,1
positive,comparable operating profit totaled eur 854mn  up from eur 730mn in 2004,1,12,72,6.0,10
positive,digia said its consolidated net sales for januaryjune 2010 were eur67 8 m  up 97  on the same period in 2009  eur61 9 m,1,24,119,4.958333333333333,16
positive,diluted earnings per share  eps  rose to eur 029 from eur 005,1,12,61,5.083333333333333,6
positive,diluted earnings per share  eps  rose to eur 052 versus eur 009,1,12,63,5.25,6
positive,diluted earnings per share  eps  rose to eur 105 from eur 064,1,12,61,5.083333333333333,6
positive,diluted earnings per share  eps  rose to eur 368 from eur 050,1,12,61,5.083333333333333,6
positive,diluted eps rose to eur3 68 from eur0 50,1,9,40,4.444444444444445,6
positive,ebit margin was up from 14  to 51,1,8,33,4.125,4
neutral,editor s note  grimaldi generated a 17 bln euro   2182 bln  turnover in 2005  ansa reported on may 29  2006,0,20,107,5.35,16
positive,eps for the quarter was eur0 00  as compared with eur0 01 in the third quarter of 2008  representing a group net sales for the third quarter were eur15 3 m  up by 28  as compared with eur14 9 m in the third quarter of 2008,1,46,222,4.826086956521739,22
positive,eps from continuing operations came in at 030 eur  up from 017,1,12,62,5.166666666666667,6
positive,equity ratio was 609  compared to 542  in the third quarter of 2007  net sales of the frozen foods business totaled eur 110  up by about 5  from the third quarter of 2006,1,33,170,5.151515151515151,18
positive,eur928 000 in q1 2010 6 may 2010  finnish textile and clothing design company marimekko oyj  hel  mmo1v  said today its net profit rose to eur928 000 in the first quarter of 2010 from eur13 000 in the corresponding period a year earlier,1,43,236,5.488372093023256,32
positive,finlandbased elcoteq se  a privately held provider of electronics manufacturing services to communications companies  said thursday it signed a longterm manufacturing supply deal with communications equipment company andrew corp,1,29,228,7.862068965517241,0
positive,finnish cutlery and hand tools maker fiskars oyj abp  hel  fisas  said today its net profit rose to eur 241 million  usd 336 m  in the third quarter of 2010 from eur 179 million a year earlier,1,37,192,5.1891891891891895,13
positive,finnish department store chain stockmann oyj abp net profit rose to 398 mln euro   568 mln  for the first nine months of 2007 from 374 mln euro   534 mln  for the same period of 2006,1,35,182,5.2,20
positive,finnish lifting equipment maker konecranes oyj said on july 30  2008 that its net profit rose to 712 mln euro   1111 mln  for the first half of 2008 from 571 mln euro   891 mln  for the same period of 2007,1,40,205,5.125,27
positive,finnish messaging solutions developer tecnomen corporation  omx helsinki  tem1v  said on thursday  11 december  that it has received an expansion order for its convergent charging solution in latin america,1,29,205,7.068965517241379,3
positive,finnish metal industry solutions supplier outotec oyj net profit rose to 504 mln euro   725 mln  for the first nine months of 2007 from 201 mln euro   289 mln  for the same period of 2006,1,35,187,5.3428571428571425,20
positive,finnish metal products company componenta oyj net profit rose to 261 mln euro   359 mln  for the first quarter of 2007 from 53 mln euro   73 mln  for the same period of 2006,1,33,173,5.242424242424242,18
positive,finnish office supplies and computer accessories dealer belttongroup plc said its net profit rose to 13 mln euro   17 mln  in 2006 from 113 mln euro   15 mln  in 2005,1,30,166,5.533333333333333,17
positive,finnish security and privacy software solutions developer stonesoft oyj said on january 7  2008 that the preliminary sales of its stonegate products grew by 59 pct yearonyear to 36 mln euro   53 mln  for the fourth quarter of 2007,1,39,230,5.897435897435898,15
positive,finnish silicon wafer technology company okmetic oyj  omx helsinki  okm1v  reported on thursday  7 august  an operating profit of eur5 3 m for the period januaryjune 2008  up from eur3 3 m in the corresponding period in 2007,1,38,224,5.894736842105263,14
positive,finnish software developer done solutions oyj said its net profit increased to 35 mln euro   46 mln  in 2006 from 23 mln euro   30 mln  in 2005,1,27,143,5.296296296296297,16
positive,first quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier,1,16,87,5.4375,4
positive,following the acquisition  relacom will strengthen its presence in finland  serving operators and office market with mobile and fixed networks construction  installation and maintenance services,1,25,194,7.76,0
positive,for the first nine months of 2010  the company s net profit rose to eur41m from eur30m for the corresponding period of 2009,1,23,123,5.3478260869565215,12
positive,helsinki  afx   retail and wholesale group kesko reported net sales of 6594 mln eur for february  an increase of 108 pct yearonyear,1,22,131,5.954545454545454,7
